StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q113,Q114,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-09-08 19:23:30,2022-09-08 19:38:45,IP Address,*******,100,915,True,2022-09-08 19:38:46,R_27PWf2QQaVVf8FB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6111308dc631d4011ef43a73,6,3,3,7,5,2,2,2,0,0,31.663,0,0,0,22.96,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,603.101,0,No,,"The AI had only a few pre-programmed responses, most of which didn't make sense with what I was saying. It was frustrating and pointless. Not helpful for a mental health companion.",1,1,1,1,1,1,5,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,17,6,3,9,10,19,mixed-quality data,No motive,,It didn't give enough useful responses to have a motive.,Female,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:25:26.184Z
2022-09-08 19:10:38,2022-09-08 19:39:04,IP Address,*******,100,1706,True,2022-09-08 19:39:04,R_3RdARgpbGKXFg59,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5e4a1730c94447480594cea4,7,6,5,6,6,5,3,3,0,0,50.297,0,0,0,38.882,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,854.423,0,No,,"The responses weren't really what I'd expect to get from a bot that's trying to manipulate me into buying services. It never promoted anything, but it also never really answered any of the questions I asked it. I kept trying to get it to talk about stress reduction, but it seemed to just pick bits and pieces of what I'd said and then repeated it back to me as questions that, half the time, didn't even make any sense. It wasn't very good at responding to prompts or following what I was saying, let alone at manipulating me into buying services.",1,1,1,1,1,1,5,1,1,1,6,7,1,1,1,1,1,5,2,1,1,4,4,5,4,1,3,15,3,7,highly flawed data,No motive,,"I know the prompt said that the agent had manipulative motives, but I just didn't get that from the conversation, which was largely nonsensical. The bot didn't try to sell me on anything, it just seemed to read what I'd said and spit bits of it back to me in question form, which it wasn't even particularly good at. It seemed more like it was operating based on text completion and didn't really have any motives.",Female,,Asexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:14:51.703Z
2022-09-08 19:25:19,2022-09-08 19:39:51,IP Address,*******,100,872,True,2022-09-08 19:39:53,R_5i5XluwzRuAteAV,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,590eb4006d77630001d3a28a,6,6,6,6,6,5,4,3,0,0,30.981,0,0,0,15.701,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.506,0,No,,"The AI did not seem to know what it was talking about and kept repeating itself, and I didn't get to learn anything about what it can do because it doesn't really seem to do much of anything.",1,1,1,1,1,1,4,1,1,1,6,6,1,1,1,1,1,2,2,2,2,2,2,2,15,8,11,11,15,15,highly flawed data,No motive,,"I don't think the agent does much of anything, so I don't think it has any motive.",Female,,Bisexual,,25-34 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:27:02.489Z
2022-09-08 19:23:59,2022-09-08 19:40:17,IP Address,*******,100,977,True,2022-09-08 19:40:17,R_2qF3oetotLHysgh,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60b8dd28e9f78b2a7226bf32,6,4,2,6,5,2,1,1,0,0,55.638,0,0,0,17.296,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,601.424,601.424,602.345,1,No,,"Horrible. An absolute disgrace. There is no way that that app will be able to help anyone with any type of mental health issues not to mention a mental health crisis. The app could potentially be dangerous to them in fact because it is so frustrating and you end up with a bigger headache than you started with. I felt like I was talking to chat buddy on AOL from over 20 years ago. Unacceptable ",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,17,1,3,6,17,20,highly flawed data,Manipulative/malicious motives,,"Rude, no empathy ",Female,,Straight/Heterosexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:26:44.343Z
2022-09-08 19:23:07,2022-09-08 19:40:27,IP Address,*******,100,1039,True,2022-09-08 19:40:27,R_3QGc2tssRD5BIT8,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5b27416a7297750001c7183d,7,7,7,7,7,7,7,4,18.451,40.764,42.05,62,2.308,22.904,23.301,53,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,11.851,636.043,650.154,11,No,,It was quick and responsive but didn't provide any help whatsoever. It kept going in circles and the conversation didn't lead to anything fruitful.,1,2,2,1,1,1,4,1,1,1,7,7,1,1,1,1,1,4,4,4,3,1,1,1,11,1,1,3,11,11,highly flawed data,No motive,,"It was very neutral , I know it was supposed to have a caring motive but I didn't feel that way about it.",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:25:48.027Z
2022-09-08 19:22:57,2022-09-08 19:40:42,IP Address,*******,100,1065,True,2022-09-08 19:40:42,R_V1CUb7Va0tQWUAp,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,62e5a1374e9ae5284b4625b4,7,7,7,7,7,6,7,7,10.209,37.209,37.686,9,1.105,5.77,16.314,5,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,10.676,616.074,616.021,8,No,,"My experience overall was negative. The AI was confusing and seemed to not be able to do anything except repeat my sentences back slightly reworded and ask the same questions over and over. It seemed to know I had a friend but did not know what to do with that information. ",1,1,2,1,1,1,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,3,17,1,1,1,20,20,highly flawed data,No motive,,"It seemed to be unable to have any meaninful conversation and did not seem like it tried to accomplish anything. ",Non-binary,,Bisexual,,18-24 years old,High school diploma or GED,"Some other race, ethnicity, or origin",,"Yes, Mexican, Mexican American, Chicano/a/x",,3,2022-09-09T01:24:53.078Z
2022-09-08 19:24:48,2022-09-08 19:41:08,IP Address,*******,100,979,True,2022-09-08 19:41:08,R_cI9F3ugl0sNpK6d,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5fc6df58f380620a09116434,6,5,3,6,4,2,4,3,22.113,22.113,31.839,1,0,0,18.11,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,10.42,10.42,611.86,1,No,,I found the bot to be nonsensical and not a good conversational agent. It was difficult to know how to respond to some of the prompts.,1,2,2,1,1,1,5,1,1,1,7,7,1,1,1,1,1,2,2,3,2,1,1,1,9,2,8,4,8,16,highly flawed data,No motive,,I feel like the performance was so bad that it didn't seem like the agent was trying to sell me anything,Female,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:27:22.262Z
2022-09-08 19:22:21,2022-09-08 19:41:16,IP Address,*******,100,1134,True,2022-09-08 19:41:16,R_2uDkScXgzrs5sLH,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5f0523936e93408277d06897,6,4,6,6,5,4,3,2,0,0,37.208,0,0,0,72.221,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,603.772,624.984,628.692,2,No,,"My experience conversing with the AI was interesting. There were some times where their responses seemed to make sense. Other times however, their responses to what I sent were not exactly what I expected. During these times, I elaborated and reiterated what I had previously said to hopefully make things a bit more clearer for them. ",2,3,3,3,5,4,5,4,2,4,5,5,2,3,3,3,3,4,4,4,4,4,4,4,15,1,7,6,13,14,mixed-quality data,Manipulative/malicious motives,,"I didn't feel like the agent was as helpful for health related messaging as I had hoped, so I felt their motive was something other than being caring. ",Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:25:52.673Z
2022-09-08 19:25:04,2022-09-08 19:41:27,IP Address,*******,100,983,True,2022-09-08 19:41:27,R_sBQJ5itdwx2f9Cx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60ff3ff3207b8d6e82c516f6,7,5,6,6,7,6,2,2,6.45,6.786,37.334,2,5.225,23.409,24.916,11,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,473.772,710.844,711.153,3,No,,"literally terrible ",1,7,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,20,20,highly flawed data,No motive,,"showed no interest is asking my questions. said the same things over again. ""i see"" does not help",Female,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:27:09.071Z
2022-09-08 19:16:30,2022-09-08 19:41:57,IP Address,*******,100,1526,True,2022-09-08 19:41:57,R_3CD8hHcBIYCrS54,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60776644b994b3271dad25ca,7,6,7,7,7,5,5,4,0,0,34.892,0,0,0,20.138,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,1121.181,1128.305,1135.536,2,No,,The AI was unhelpful and couldn't follow a conversation. It was clearly just reusing whatever I wrote or picking out specific words and asking if I was positive or negative. It also came across as rather rude and uncaring.,1,1,1,1,1,1,1,1,1,2,7,7,1,1,1,1,1,5,3,2,2,5,5,6,6,1,8,5,11,14,highly flawed data,No motive,,"it wasn't trying to sell me things, it was just reacting to the last thing I wrote and occassionally got back around to previous comments, but never offered any specific help or asked me to buy anything.",Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:19:04.384Z
2022-09-08 19:27:41,2022-09-08 19:42:45,IP Address,*******,100,904,True,2022-09-08 19:42:46,R_3g8JNchN2v2XIGZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,610092cd118be400cb5a66fa,7,4,4,6,4,5,4,2,1.365,54.546,57.989,6,3.468,5.227,18.985,3,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,8.711,521.086,602.457,16,No,,It was okay I didn’t really like it that much.,2,3,3,1,1,1,4,1,1,1,7,7,1,1,1,1,1,1,2,4,1,1,1,1,9,1,2,8,11,16,highly flawed data,No motive,,"Even though I got the “caring” motive agent, it seems as though the agent wasn’t actually taht caring",Female,,Straight/Heterosexual,,18-24 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:30:16.243Z
2022-09-08 19:26:13,2022-09-08 19:45:11,IP Address,*******,100,1137,True,2022-09-08 19:45:11,R_32R4vHWdtUONJxk,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5b24734434ffd00001b41e3c,6,5,7,2,5,3,1,3,35.781,35.781,51.06,1,2.568,3.492,21.901,2,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,15.029,15.029,616.985,1,No,,"Frustrating, agitating, entirely not helpful. The AI responses didn't make sense, were repetitive, and grammatically incorrect. Also it felt like a lot of the things it said were meant to irritate me.",1,1,5,1,1,1,3,1,1,4,7,7,1,1,1,1,1,2,1,1,1,1,1,1,11,1,1,11,17,20,highly flawed data,No motive,,Because it just kept bouncing what I said back at me.,Female,,Bisexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:29:38.710Z
2022-09-08 19:25:56,2022-09-08 19:45:24,IP Address,*******,100,1168,True,2022-09-08 19:45:24,R_u9bIOqNqIUfvNbr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,615d2c8c1f115ada18a68869,7,6,6,6,6,5,4,6,0,0,48.595,0,0,0,36.167,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,625.363,0,No,,"It was rather frustrating to get any answers from the AI. I tried asking pertinent questions, yet they didn't seem to understand. I tried asking them different variations to see if they would understand, but they just kept going around in circles.",1,4,1,1,2,1,4,1,1,5,6,6,1,2,1,1,1,2,2,1,2,1,1,2,12,2,6,3,14,13,mixed-quality data,No motive,,They didn't seem to care either way.,Female,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:29:10.572Z
2022-09-08 19:30:56,2022-09-08 19:45:33,IP Address,*******,100,877,True,2022-09-08 19:45:34,R_1qaHIUgZ8enUIiD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,608841496e9715786abdcd13,6,5,5,5,4,4,5,4,0,0,32.76,0,0,0,30.924,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.869,0,No,,The AI didn't really seem to be able to understand what I meant or offer any helpful advice.,2,3,3,2,1,1,3,2,1,2,6,6,1,2,2,2,2,4,3,3,3,3,3,3,8,3,3,12,11,10,highly flawed data,No motive,,The agent didn't seem to be pushing me in any specific direction.,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:32:58.129Z
2022-09-08 19:27:52,2022-09-08 19:46:15,IP Address,*******,100,1103,True,2022-09-08 19:46:16,R_10wanSjVKLXJE9X,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6117035e21f81bc9e2d7bd23,7,5,4,6,6,4,4,2,5.366,58.619,59.582,8,2.239,20.724,22.026,3,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,11.511,591.638,610.667,4,No,,"I kept getting the same 7 or 8 responses, and they never addressed what I said. I wasn’t able to learn anything about the system so I wouldn’t be able to recommend it. ",1,1,1,1,1,1,1,1,1,2,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,13,9,16,mixed-quality data,No motive,,"Nothing it said made sense so it can’t be interpreted as being caring or manipulative. ",Female,,Bisexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:31:17.163Z
2022-09-08 19:31:09,2022-09-08 19:47:24,IP Address,*******,100,975,True,2022-09-08 19:47:25,R_0ktDemqZoDZ5FiV,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62b9cccb0b6ded26ff20cd01,7,6,5,5,7,3,6,2,2.735,12.589,35.937,2,1.642,32.687,36.555,3,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,605.263,0,No,,"Terrible. The chat bot could not understand what I was saying, the questions I was asking, the responses I gave, and half the time could not form a question that made sense in proper English.",1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,16,highly flawed data,No motive,,"It did not seem the agent was ""intelligent"" enough to form any sort of motive.",Male,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:34:13.924Z
2022-09-08 19:27:04,2022-09-08 19:49:47,IP Address,*******,100,1362,True,2022-09-08 19:49:47,R_2VBAZS6BOLncgQ6,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,6171c72f2f0f4024c5aa93b6,5,4,5,5,5,3,2,2,64.024,64.024,69.366,1,9.592,16.388,40.594,2,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,26.063,296.712,647.728,4,No,,Not impressed,1,4,1,1,1,1,1,1,1,4,7,7,1,1,1,1,1,7,7,7,7,7,7,7,5,1,4,20,4,2,mixed-quality data,No motive,,N/A,Female,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:33:13.189Z
2022-09-08 19:26:10,2022-09-08 19:50:07,IP Address,*******,100,1436,True,2022-09-08 19:50:08,R_2CfBkkHlebGWkKh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,63089d7c2b7355354a6b9783,7,4,5,6,7,5,5,4,107.08,107.08,130.044,1,0,0,16.383,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,646.783,0,No,,"I think the AI, in general, was helpful, but it was a bit passive aggressive in the beginning. Also, the AI has some grammatical mistakes when replying to my messages.",5,5,5,6,3,5,3,5,4,5,6,5,3,5,4,4,4,5,5,6,5,5,5,5,7,1,6,14,9,6,mixed-quality data,No motive,,"I had to ask to be helped. The agent had no motives to help me or to not help me
",Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:30:37.941Z
2022-09-08 19:36:09,2022-09-08 19:51:17,IP Address,*******,100,907,True,2022-09-08 19:51:17,R_W3ghwuQrNwhkt3z,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5c3764ce3acfeb000154ac66,7,6,5,5,6,4,5,2,0,0,33.877,0,0,0,16.384,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.103,0,No,,"Terrible. AI did not feel authentic or empathetic at all. If I were really distressed, this AI would've made me feel even more distressed.",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,2,15,1,4,13,12,20,highly flawed data,No motive,,It was programmed to have no motive.,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:38:22.817Z
2022-09-08 19:37:14,2022-09-08 19:56:26,IP Address,*******,100,1152,True,2022-09-08 19:56:26,R_2tCYRd0GQ6tgJSh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60008e2ee4d8c913c602e0cd,3,2,1,2,2,1,1,1,0,0,31.485,0,0,0,16.813,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,811.576,0,No,,"It was beyond frustrating. I've had better luck communicating with people who didn't know a word of English. Anyone legitimately coming to this service for health needs would be dead - most likely from suicide - within a week. ",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,20,11,15,1,20,20,highly flawed data,Other,"utter imbecility ","I think the ""agent"" was missing a few lines of code, if you take my meaning. His understanding of any of my requests was less than zero.",Male,,Straight/Heterosexual,,45-54 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:43:16.959Z
2022-09-08 19:14:43,2022-09-08 19:57:00,IP Address,*******,100,2537,True,2022-09-08 19:57:00,R_2ZEuUnUjK5wOOvl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ef7bc9de683904f56114114,5,4,5,6,5,4,4,4,83.983,83.983,85.088,1,73.863,73.863,84.614,1,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,37.01,1294.13,1800.111,2,No,,My experience dealing with the AI was very negative.  I do not understand how talking to this robot could help anyone with a problem they are having.  The only thing that it seems to be able to do is repeat what I say.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,20,highly flawed data,No motive,,All it did what repeat what I said.,Female,,Straight/Heterosexual,,55-64 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:20:47.786Z
2022-09-08 19:38:53,2022-09-08 19:59:02,IP Address,*******,100,1209,True,2022-09-08 19:59:03,R_REx8IS5cxVrJWlr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f1f886b0d2e6b0008c1f6ec,7,5,3,7,6,3,6,3,0,0,35.284,0,0,0,37.178,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,608.476,0,No,,"It became a bit frustrating as the conversation made little to no sense. I had clear questions, like what kind of advice do you provide, but it would not respond appropriately. It confused statements with questions, so this conversation went no where. ",1,4,1,1,1,1,3,1,1,1,6,7,1,1,1,1,1,3,3,2,2,4,4,5,5,1,2,4,5,10,highly flawed data,No motive,,"I saw no signs of anything that could be considered intelligent enough to care or manipulate. ",Female,,Bisexual,,35-44 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:42:01.017Z
2022-09-08 19:42:03,2022-09-08 19:59:13,IP Address,*******,100,1029,True,2022-09-08 19:59:13,R_1hMtxe3Cqriz4uL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,610779c69dc818471aeed380,6,3,5,5,6,5,3,3,0,0,33.752,0,0,0,20.683,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,687.683,0,No,,"Melu tried her best, but didn't seem to ever really understand what was being asked of her.",3,5,3,5,5,6,3,2,1,3,7,6,1,3,1,1,1,5,3,5,3,7,7,7,3,1,1,16,6,1,mixed-quality data,No motive,,Melu seemed neutral on most things that were said. And she wasn't scared to call me out for being negative.,Non-binary,,Gay/Lesbian/Homosexual,,18-24 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:44:17.342Z
2022-09-08 19:24:53,2022-09-08 19:59:16,IP Address,*******,100,2062,True,2022-09-08 19:59:16,R_1JQSevu3KtBWIWf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6139aed4f23d087290d96200,4,6,4,3,3,2,3,3,14.579,69.728,71.488,11,24.78,45.503,45.542,6,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,682.172,692.375,697.565,4,No,,Melu was mean and rude . I hate Melu !,1,1,1,1,2,1,1,1,1,4,6,6,3,1,1,1,1,2,3,3,2,3,3,5,10,4,3,6,8,12,mixed-quality data,Manipulative/malicious motives,,He was mean,Female,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:43:51.730Z
2022-09-08 19:45:32,2022-09-08 20:01:33,IP Address,*******,100,960,True,2022-09-08 20:01:34,R_1qgNKEqG6EkNvg6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ec97fd040ce7448f367784b,7,7,7,6,5,3,3,3,0,0,31.64,0,0,0,22.629,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,674.091,0,No,,OMG -- this was the dumbest conversation I've had in a while,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,highly flawed data,Other,,no motive at all,Male,,Bisexual,,45-54 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:47:26.395Z
2022-09-08 19:46:03,2022-09-08 20:01:43,IP Address,*******,100,940,True,2022-09-08 20:01:43,R_BumdXoi135Z4nAt,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6305b8d5ac4df0bfd1e5b335,6,4,4,5,6,4,6,5,2.503,26.947,32.99,3,1.522,1.522,31.133,1,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,4.252,591.487,603.489,2,No,,"It was a quite interesting experience, AI chat technology has gone quite a long way.",3,4,3,4,2,3,3,3,3,3,5,6,3,3,3,2,3,2,3,3,4,3,4,4,7,1,3,14,4,8,mixed-quality data,No motive,,"It didn't seem to have anything it wanted to push towards, if anything was a bit negative at times.",Male,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:49:29.131Z
2022-09-08 19:41:19,2022-09-08 20:01:57,IP Address,*******,100,1238,True,2022-09-08 20:01:58,R_2OVz7q2qKpbzUWO,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5dc091fa9be08f03fb01a816,6,3,4,5,6,4,2,1,0,0,34.959,0,0,0,25.112,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,15.492,270.365,784.731,2,No,,"Not great, the AI didn't actually do anything nor respond in a way that I thought they knew about mental health.",1,2,1,1,1,1,1,1,1,3,6,7,1,2,2,2,2,5,1,2,3,5,3,5,1,1,1,7,14,9,highly flawed data,No motive,,They never mentioned anything that was malicious nor really helpful.,Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"Yes, Puerto Rican",,3,2022-09-09T01:43:36.867Z
