StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-07-06 16:04:54,2022-07-06 16:25:54,IP Address,*******,100,1259,TRUE,2022-07-06 16:25:54,R_2Pn7bDSojZh6P9J,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62852880d0adbe3f66b92efc,7,5,4,7,6,2,1,4,9.655,9.655,63.047,1,0,0,20.771,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,2.328,9.328,738.735,2,No,,"I immediately asked the AI if it could say ""hi"" back to me to try and gauge the depth of its responses and whether or not it was truly an AI capable of ""memory"" or making context-sensitive responses (as with GPT-3), or if it was just a chat bot with a few pre-scripted responses that honed in on certain key words. It immediately made it clear that it was the latter. I kept trying to get it to respond in a meaningful way or do basically anything that wasn't turning my statements back around into a ""but why"" or ""how do you feel about that"" question, and it never did. Overall it was a very repetitive and frustrating experience.",1,2,2,1,1,1,4,1,1,1,7,7,1,1,1,1,1,4,1,1,3,1,1,2,5,1,1,3,4,15,highly flawed data,No motive,,It was very repetitive and robotic. It didn't display anything resembling an intent.,Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:07:30.507Z
2022-07-06 16:09:45,2022-07-06 16:25:58,IP Address,*******,100,972,TRUE,2022-07-06 16:25:58,R_A6g8c01WGMoyYUh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e7f4d2ad29f7560f032abb9,6,3,3,7,5,2,3,2,0,0,43.288,0,0,0,18.25,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,623.784,0,No,,"Completely unhelpful. Hard to even get a straight answer out of the chat bot, let alone anything helpful in regards to mental health. If anything, trying to interact with it increased stress rather than relive any",1,2,1,1,1,1,1,1,1,2,6,6,1,1,1,1,1,2,2,1,2,1,1,1,14,9,3,6,15,17,highly flawed data,No motive,,It flip flopped from calling me positive to calling me negative,Male,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:12:03.698Z
2022-07-06 16:04:42,2022-07-06 16:25:58,IP Address,*******,100,1276,TRUE,2022-07-06 16:25:59,R_1OHWul6rzaf3CGf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5de3dfebc0049d3e5c7cc17c,6,5,5,5,6,6,2,2,0,0,43.406,0,0,0,16.739,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,17.92,29.24,866.433,3,No,,The AI has yet to fully understand and be able to respond to feelings. The AI is really repetitive and needs much more tuned. I did the best that I could with the AI before running in circles with it.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,7,5,1,1,2,2,5,17,1,1,20,20,19,highly flawed data,Caring motives,,It did but little extent. I tried to do my best at making it work.,Male,,Straight/Heterosexual,,35-44 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:06:55.773Z
2022-07-06 16:09:39,2022-07-06 16:26:43,IP Address,*******,100,1024,TRUE,2022-07-06 16:26:44,R_2ceb28Q4zSTBHhK,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5fb1ed28e6d35874d598b740,7,6,5,6,5,6,5,2,0,0,35.6,0,0,0,17.479,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,644.699,0,No,,The AI could not carry a conversation at all. Simply asking it what it's name was wouldn't work. It wouldn't even ask me my name. It had very generic responses that ended any type of conversation I tried to start up. That was the most annoying part. ,1,2,1,1,1,1,3,1,1,2,7,7,1,1,1,1,1,1,2,2,2,1,1,2,4,1,3,2,8,4,mixed-quality data,No motive,,"It barely asked me anything about myself. It may have been trying to be caring, but it did not come across that way. ",Male,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:12:19.106Z
2022-07-06 16:04:29,2022-07-06 16:27:24,IP Address,*******,100,1375,TRUE,2022-07-06 16:27:25,R_1JQNooFX4N89uSb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e3f778e91be661ca60e3540,5,4,4,5,4,2,4,2,4.867,22.332,95.037,2,0,0,25.386,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,369.582,369.582,622.537,1,Yes (please specify),There seemed to be a large disconnect in our interaction. ,"My experience was very confusing. After asking the AI how the service could help my friend, the AI did not ever suggest how my friend would be helped. The AI sort of shifted the conversation away from the subject of the service and my friend, only to place the focal point toward me. What followed were a bunch of questions that seemed to be irrelevant and only answerable in the abstract.   ",2,4,4,3,2,2,5,2,2,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,14,5,5,2,18,14,highly flawed data,Other,not sure,"I was told that the motive would be for the AI to get me to purchase the service, only whenever I tried to talk direct about the service, they AI shifted the subject matter",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",Prefer not to say,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:09:20.214Z
2022-07-06 16:07:51,2022-07-06 16:28:09,IP Address,*******,100,1217,TRUE,2022-07-06 16:28:09,R_3HO1Bpp549eyY2E,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e0e60798205265be682850e,5,4,5,5,5,2,3,3,0,0,34.386,0,0,0,23.205,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,726.558,0,No,,The AI seemed pretty obtuse and unable to respond intelligently to what I was saying. Usually they would just repeat what I said and make a questions out of it. I could not get them to comprehend what my issue was.,1,3,2,2,2,1,2,2,1,3,6,5,2,1,1,1,1,2,3,3,3,2,2,2,5,2,6,4,8,12,highly flawed data,No motive,,They just seemed to repeat back to me in question form what I wrote. There didn't seem to be much motive behind it.,Male,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:10:05.718Z
2022-07-06 16:13:30,2022-07-06 16:28:48,IP Address,*******,100,917,TRUE,2022-07-06 16:28:48,R_bJDHcOqvL9IEJtD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5695615ce0c800000c5a4a8f,6,6,4,5,6,1,5,2,0,0,51.554,0,0,0,33.428,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,636.365,0,No,,"I absolutely hated the bot, it angered me and asked the most benign questions. It asked the same series of, are you sure, and how does that make you feel. Absolutely awful experience and pissed me off.",1,1,1,1,1,1,1,1,1,1,7,6,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,14,6,18,mixed-quality data,Manipulative/malicious motives,,It was really annoying,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:16:01.052Z
2022-07-06 16:13:26,2022-07-06 16:29:18,IP Address,*******,100,952,TRUE,2022-07-06 16:29:18,R_UGDOK89ovxzGR8Z,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,612d20ea1043719545f90f62,6,5,3,6,6,3,1,1,14.668,14.668,36.764,1,5.261,17.11,17.871,5,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,606.318,0,No,,"I thought the AI should be caring, but it has been not that. The AI robot seems to be understanding sentences by periods, so whenever I tried to elaborate in full sentences, it only catches whatever I said before the first period.",1,1,1,1,1,1,1,1,4,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,11,1,20,highly flawed data,No motive,,It was just reacting to what I typed.,Male,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:16:01.659Z
2022-07-06 16:16:24,2022-07-06 16:31:30,IP Address,*******,100,905,TRUE,2022-07-06 16:31:30,R_3GqUtvZ3yifCXkB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5bb23c4aa2fec100011ce3ef,7,6,4,7,7,6,5,4,5.876,13.359,32.961,2,11.035,17.405,18.572,2,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,610.201,0,No,,"The bot kept asking the same questions, and didn't understand when a change in conversation topics was suggested. It was kind of frustrating.",1,1,7,1,1,1,1,1,1,6,7,5,1,1,1,1,1,6,5,5,3,1,1,1,1,1,6,13,5,15,mixed-quality data,Caring motives,,I was told that that was its motive.,Male,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:18:46.112Z
2022-07-06 16:16:04,2022-07-06 16:32:18,IP Address,*******,100,973,TRUE,2022-07-06 16:32:18,R_yjVFtPfSQGSeC0V,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,62c5e680e4a4b4648606d756,6,6,6,6,7,5,2,2,2.259,39.79,40.857,2,8.796,34.109,35.728,9,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,604.302,0,No,,While I at first found the chatbot quite interesting it didn't seem to actually hold any proper method of communicating. I had loads of situations where the bot just simply didn't understand me and actually started asking me if I was negative when I told it I was happy. I feel like perhaps another technique needs to be looked at for handling responses. ,1,1,1,1,1,1,1,3,2,1,7,5,1,2,1,1,1,7,2,5,4,2,2,1,3,3,3,19,9,1,mixed-quality data,No motive,,I was told that and it seemed to act that way with it's confusing demeanor. ,Male,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:18:13.964Z
2022-07-06 16:13:57,2022-07-06 16:32:22,IP Address,*******,100,1104,TRUE,2022-07-06 16:32:22,R_1LUO0zb8QxruUwg,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5c64189eede39b0001c39e61,7,6,5,6,7,4,5,4,0,0,47.404,0,20.251,33.484,35.713,4,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,618.888,0,No,,AI agent knows nothing. It was like talking to myself. Purchasing this service would be a waste of money.,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,7,4,2,1,2,2,2,5,1,1,20,11,17,highly flawed data,No motive,,It's what the researchers wanted based on the answers from the questions asked at the begging of the study.,Male,,Straight/Heterosexual,,35-44 years old,Some high school or less,Prefer to self-describe,Hispanic,"Yes, Mexican, Mexican American, Chicano/a/x",,3,2022-07-06T22:16:53.155Z
2022-07-06 16:12:11,2022-07-06 16:32:27,IP Address,*******,100,1215,TRUE,2022-07-06 16:32:27,R_3flfqkFos9fITW0,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5ed67ff47f3ee30bb86925f5,6,4,5,5,5,4,5,3,0,0,32.421,0,0,0,22.696,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,727.225,0,No,,"Excruciating. The AI is very rudimentary and did not ever really provide meaningful responses. Although I was prompted that this would be the AI version geared toward selling its services, it seemed more like a poorly designed echo of my own words, with almost no logic behind the responses. I tried multiple times to provide input that could be used to trigger a logical response, but without any success. ",1,1,1,1,1,1,5,1,1,1,6,6,1,1,1,1,1,2,2,1,2,2,2,3,11,3,7,2,13,15,highly flawed data,No motive,,"The agent was no better than a parrot, repeating back my own words (often in nonsensical ways)",Male,,Straight/Heterosexual,,65+ years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:14:32.041Z
2022-07-06 16:14:34,2022-07-06 16:33:06,IP Address,*******,100,1111,TRUE,2022-07-06 16:33:06,R_bPnSzsWDUYOvtVn,*******,*******,*******,*******,*******,*******,anonymous,EN,,Yes,62989737409d018c733483c1,7,7,7,4,7,6,1,2,40.312,60.229,79.4,3,6.724,9.658,22.891,3,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,3.676,423.799,602.027,9,No,,It was a terrible experience the ai was the worst and didn't help in anyway. I would never buy anything from a company with such a rude system.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,20,10,highly flawed data,Manipulative/malicious motives,,I don't have a clue.,Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:18:53.280Z
2022-07-06 16:13:45,2022-07-06 16:33:45,IP Address,*******,100,1200,TRUE,2022-07-06 16:33:46,R_3fGFVIasdbH6Gmt,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6235d1494270bb3802634c31,5,3,3,3,6,4,5,1,6.973,18.325,42.132,6,0,0,89.297,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,666.202,0,No,,I found the service to be very poor. The AI didn't seem very human like and would often just repeat what I had said but as a question. I personally would not see myself using this bot for mental health support. ,1,3,1,1,1,1,2,1,1,3,7,7,1,1,1,1,1,3,1,1,3,1,1,2,17,1,2,3,5,6,highly flawed data,Caring motives,,The agent kept asking me about how I was doing or why I thought that way. It seemed to be in a caring way. ,Male,,Prefer not to say,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:17:18.293Z
2022-07-06 16:14:27,2022-07-06 16:35:13,IP Address,*******,100,1246,TRUE,2022-07-06 16:35:14,R_12KzHmxTo0xdR5u,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6137ebb74197e0473d1318e3,7,5,6,6,7,6,4,3,27.967,27.967,56.53,1,11.494,24.057,42.363,3,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,628.317,0,No,,It actually started off pretty good. I felt like this might really be of help to someone. But then the conversation just became stupid in the sence that there was no real help coming from the randome questions that didnt really relate to how things could have gone.,1,1,1,1,2,1,3,2,1,3,7,7,2,1,1,1,1,6,2,2,4,4,3,3,5,1,1,7,4,15,mixed-quality data,No motive,,It really didnt know how to respond in context,Male,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:18:48.280Z
2022-07-06 16:06:24,2022-07-06 16:35:19,IP Address,*******,100,1734,TRUE,2022-07-06 16:35:19,R_DVkp2xeNJOugYI9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,6115be5955c788d0a5587e29,6,5,4,7,6,5,5,4,0,0,44.545,0,0,0,18.231,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1065.285,0,No,,"It felt exactly like talking to cleverbot except that this guy is polite. I actually tried talking about my mental health but I was not taken seriously at all. I must admit that it was very fun speaking to this bot even though it only repeated the same phrases/structures over and over again. I'm aware that it's purpose was neutral but I appreciate it's attempt to continue the conversation and not talk about itself. The sentence structure was well formed except for some instances where the bot confused ""your"" with ""you're"" and things like that. I really hope it was a bot and I wasn't flirting with an actual person lmao. My experience overall was neutral, just like the bot.",2,4,5,7,7,6,5,1,1,5,7,7,1,3,2,1,1,7,5,5,4,7,6,7,1,1,6,16,5,12,mixed-quality data,Caring motives,,"I know the bot was supposed to be neutral, but it always directed the conversation towards me and asked about the things I said, somewhat felt warm but not helpful. it tried its best ok",Female,,Bisexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"Yes, Mexican, Mexican American, Chicano/a/x",,1,2022-07-06T22:08:36.935Z
2022-07-06 15:59:03,2022-07-06 16:36:02,IP Address,*******,100,2218,TRUE,2022-07-06 16:36:03,R_3qO1FUcE9fX4pMG,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ce6fbd9a76bf00019cfd467,5,4,5,5,5,1,1,1,0,0,32.4,0,0,0,17.253,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1800.11,0,No,,"This was no help at all, half the time it did not understand and the lines it was programmed don't work",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,20,20,1,1,1,20,highly flawed data,Other,nothing ,it was not prpgramed in a helpful manner,Female,,Straight/Heterosexual,,35-44 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:02:54.032Z
2022-07-06 16:00:06,2022-07-06 16:37:11,IP Address,*******,100,2225,TRUE,2022-07-06 16:37:11,R_1MZdbwbju6V5UvS,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5dea96a5770a431bbed1efb2,5,4,3,4,4,2,2,2,46.764,46.764,59.669,1,36.292,36.292,38.156,1,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,18.74,705.058,1332.934,9,No,,"It was interesting, and I wonder if it could actually help someone to have this kind of conversational mirror. Maybe it would help someone examine how they think and feel, and that might be helpful.

My conversation restarted at one point. I'm not sure if that was a glitch? But I continued on for another 10 minutes, and found it interesting anyway. The AI, Melu, seems to simply reflect back what I'm saying, but I do think it's helpful sometimes for a person to reflect on their own thinking. So maybe that's a good thing.",4,4,1,4,4,2,6,3,1,1,7,7,1,5,4,2,1,5,3,3,4,6,6,7,5,1,5,13,8,1,mixed-quality data,No motive,,It was programmed that way.,Female,,Asexual,,65+ years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:19:21.739Z
2022-07-06 16:08:19,2022-07-06 16:37:22,IP Address,*******,100,1742,TRUE,2022-07-06 16:37:22,R_2zl2T15ekOOojnF,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,59e62b6277860e0001512e14,6,5,5,6,7,3,3,2,0,0,51.8,0,0,0,30.455,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1104.344,0,No,," The experience was interesting overall. However, the AI interlocutor was a bit boring because it used the word normal too much. I don't think it kept up its end of the conversation very well.",3,5,4,3,3,4,5,5,2,5,6,5,3,5,3,3,3,5,3,4,4,2,3,3,12,9,14,17,12,10,mixed-quality data,Caring motives,,I think the agent had that motive because it kept asking me if things were normal.,Male,,Straight/Heterosexual,,65+ years old,Bachelor’s degree,"Some other race, ethnicity, or origin",,"Yes, Cuban",,2,2022-07-06T22:11:57.882Z
2022-07-06 16:11:19,2022-07-06 16:38:29,IP Address,*******,100,1630,TRUE,2022-07-06 16:38:30,R_1r60tNCaq5rvXIR,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,611c3a95571912992fae32cf,7,5,6,4,5,6,6,3,0,0,93.159,0,0,0,53.024,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,628.767,0,No,,The bot was completely unhelpful. It provided generic responses and did not make sense at all.,1,2,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,12,8,4,5,7,highly flawed data,No motive,,There seemed to be no goal from the agent.,Male,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:17:02.095Z
2022-07-06 16:15:25,2022-07-06 16:40:01,IP Address,*******,100,1476,TRUE,2022-07-06 16:40:01,R_pGXR91Xbhtzbw8p,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5ec44da606cb7931f04a35e9,5,5,4,5,5,1,7,1,10.697,10.697,32.838,1,4.185,13.552,16.087,6,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,7.993,10.008,711.4,2,No,,"I wouldn't call it technical difficulties exactly, but the AI was pretty awful. It wasn't at all helpful and the responses were nonsensical or grammatically incorrect most of the time. Or it would just answer ""I understand."" For example when I said I've been feeling depressed it replied ""Does that suggest anything else which belongs to you ?"" I don't even know how to respond to that question. I did sincerely try, and I kept trying to go back to stating my problem being depression. If I was actually feeling depression, this would have been zero help. I'm assuming you will be able to review the text of the conversation to see what I mean.",1,1,1,1,1,1,1,1,1,3,7,7,1,1,1,1,1,3,1,1,2,4,4,5,8,1,1,3,17,9,highly flawed data,Other,"It was so bad, I can't be sure. No motive or caring, sort of.",It wasn't clear on much of anything. It didn't seem to be manipulative or trying to push a product or anything like that. I suppose no motive or possibly caring motive.,Male,,Gay/Lesbian/Homosexual,,55-64 years old,Associates or technical degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:18:10.508Z
2022-07-06 15:59:45,2022-07-06 16:47:50,IP Address,*******,100,2884,TRUE,2022-07-06 16:47:50,R_3k5NPpyegtcBEpl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5dd7052c7fb58b000eb7c09f,5,5,4,5,5,4,5,3,0,0,102.908,0,0,0,60.734,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1800.121,0,No,,The AI was not performing according the details provided prior to the conversation. This AI was very limited in conversational abilities. I found some of the responses the AI gave me were funny.,2,3,4,2,2,2,4,2,1,3,7,7,2,1,2,2,2,4,2,3,3,4,3,4,3,3,3,1,6,6,highly flawed data,No motive,,The agent did not respond correctly to my input.,Male,,Straight/Heterosexual,,55-64 years old,"Some college, but no degree",White/Caucasian,,Prefer to self-describe,Dominican and Puerto Rican.,3,2022-07-06T22:04:38.757Z
2022-07-06 16:38:29,2022-07-06 16:56:39,IP Address,*******,100,1090,TRUE,2022-07-06 16:56:39,R_1Ok7q2COHfyAyjR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,Yes,5e1bfb604231d840ef7103d8,6,7,6,6,7,6,6,6,0,0,166.116,0,0,0,19.416,0,A mental health companion,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,633.855,0,No,,I think the artificial intelligence is very basic as it does not analyze the context of the conversation and simply says meaningless sentences.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,1,mixed-quality data,Manipulative/malicious motives,,Because it simply didn't pay attention to me and said sentences that didn't make sense.,Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,
2022-07-06 16:11:20,2022-07-06 16:57:54,IP Address,*******,100,2794,TRUE,2022-07-06 16:57:55,R_3MMTpS8Yy773SuY,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581420,Yes,5fbd371dc57ae80a38ba00c2,6,7,6,6,7,5,3,2,0,0,322.622,0,0,0,60.631,0,A mental health companion,No motives,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,454.197,454.197,1775.618,1,No,,"Sure, in addition to its relatively high degree of interactivity, I would definitely state that the experience with Melu was considerably cordial. ",5,5,5,6,5,3,4,5,2,3,5,6,2,3,4,3,3,5,3,3,5,6,6,7,16,7,8,14,16,13,mixed-quality data,No motive,,Perhaps the decision for the agent to be devoid of any known motive was albeit aleatoric.  ,Male,,Straight/Heterosexual,,25-34 years old,Bachelor’s degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:21:21.853Z
2022-07-06 16:12:30,2022-07-06 16:59:20,IP Address,*******,100,2810,TRUE,2022-07-06 16:59:21,R_3HS6mmwCZD1ssi5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f3af0d80bf2cb7a4b024a91,6,,,7,5,3,5,4,0,0,57.431,0,0,0,16.798,0,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,589.344,593.77,600.958,2,No,,It was awful. It was not responsive to questions and it's responses were nonsensical. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,14,20,20,highly flawed data,Caring motives,,You told me it did,Male,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:14:30.682Z
2022-07-06 16:58:01,2022-07-06 17:23:09,IP Address,*******,100,1507,TRUE,2022-07-06 17:23:09,R_3KLm6cKjpZFtn1v,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5d3cbeefbaf11000011eda09,5,5,2,6,5,2,3,4,4.176,30.329,30.891,9,6.515,9.401,16.117,4,A mental health companion,"Caring motives, to improve mental health",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,602.408,0,No,,"That was terrible, I don't know if that was intentional but it was really bad. The bot mostly just repeated what I said to me, but posed it as a question. It was super annoying. ",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,7,2,1,1,1,1,1,7,1,11,20,7,10,highly flawed data,No motive,,The agent was too poorly trained to be considered to have a motive.,Non-binary,,Bisexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T23:09:36.375Z
